actor1,actor2,weight
"Lucy Boynton","Rami Malek",1
"Domhnall Gleeson","Leonardo DiCaprio",1
"Domhnall Gleeson","Tom Hardy",1
"Domhnall Gleeson","Will Poulter",1
"Leonardo DiCaprio","Tom Hardy",1
"Leonardo DiCaprio","Will Poulter",1
"Tom Hardy","Will Poulter",1
"Emma Watson","Ezra Miller",1
"Emma Watson","Logan Lerman",1
"Emma Watson","Paul Rudd",1
"Ezra Miller","Logan Lerman",1
"Ezra Miller","Paul Rudd",1
"Logan Lerman","Paul Rudd",1
"André Ramiro","Irandhir Santos",1
"André Ramiro","Milhem Cortaz",2
"André Ramiro","Wagner Moura",2
"Irandhir Santos","Milhem Cortaz",1
"Irandhir Santos","Wagner Moura",1
"Milhem Cortaz","Wagner Moura",2
"Colin Firth","Derek Jacobi",1
"Colin Firth","Geoffrey Rush",1
"Colin Firth","Helena Bonham Carter",1
"Derek Jacobi","Geoffrey Rush",1
"Derek Jacobi","Helena Bonham Carter",1
"Geoffrey Rush","Helena Bonham Carter",1
"Bryce Dallas Howard","Emma Stone",1
"Bryce Dallas Howard","Octavia Spencer",1
"Bryce Dallas Howard","Viola Davis",1
"Emma Stone","Octavia Spencer",1
"Emma Stone","Viola Davis",1
"Octavia Spencer","Viola Davis",1
"Ed Skrein","Morena Baccarin",1
"Ed Skrein","Ryan Reynolds",1
"Ed Skrein","T.J. Miller",1
"Morena Baccarin","Ryan Reynolds",2
"Morena Baccarin","T.J. Miller",1
"Ryan Reynolds","T.J. Miller",1
"Golshifteh Farahani","Merila Zare'i",1
"Golshifteh Farahani","Shahab Hosseini",1
"Golshifteh Farahani","Taraneh Alidoosti",1
"Merila Zare'i","Shahab Hosseini",1
"Merila Zare'i","Taraneh Alidoosti",1
"Shahab Hosseini","Taraneh Alidoosti",2
"Abhay Deol","Dibyendu Bhattacharya",1
"Abhay Deol","Kalki Koechlin",1
"Abhay Deol","Mahie Gill",1
"Dibyendu Bhattacharya","Kalki Koechlin",1
"Dibyendu Bhattacharya","Mahie Gill",1
"Kalki Koechlin","Mahie Gill",1
"Donnie Yen","Ka Tung Lam",1
"Donnie Yen","Simon Yam",1
"Donnie Yen","Siu-Wong Fan",1
"Ka Tung Lam","Simon Yam",1
"Ka Tung Lam","Siu-Wong Fan",1
"Simon Yam","Siu-Wong Fan",1
"Kajol","Katie A. Keane",1
"Kajol","Sheetal Menon",1
"Katie A. Keane","Shah Rukh Khan",1
"Katie A. Keane","Sheetal Menon",1
"Shah Rukh Khan","Sheetal Menon",1
"Baris Bagci","Erdem Can",1
"Baris Bagci","Ilker Kizmaz",1
"Baris Bagci","Mete Horozoglu",1
"Erdem Can","Ilker Kizmaz",1
"Erdem Can","Mete Horozoglu",1
"Ilker Kizmaz","Mete Horozoglu",1
"Dev Patel","Freida Pinto",1
"Dev Patel","Loveleen Tandan",1
"Dev Patel","Saurabh Shukla",1
"Freida Pinto","Loveleen Tandan",1
"Freida Pinto","Saurabh Shukla",1
"Loveleen Tandan","Saurabh Shukla",1
"Mila Kunis","Natalie Portman",1
"Mila Kunis","Vincent Cassel",1
"Mila Kunis","Winona Ryder",1
"Natalie Portman","Vincent Cassel",1
"Natalie Portman","Winona Ryder",1
"Vincent Cassel","Winona Ryder",1
"André Ramiro","Caio Junqueira",1
"Caio Junqueira","Milhem Cortaz",1
"Caio Junqueira","Wagner Moura",1
"Chris Evans","Jeremy Renner",1
"Chris Evans","Scarlett Johansson",3
"Jeremy Renner","Robert Downey Jr.",1
"Jeremy Renner","Scarlett Johansson",1
"Robert Downey Jr.","Scarlett Johansson",2
"Catherine Deneuve","Chiara Mastroianni",1
"Catherine Deneuve","Gena Rowlands",1
"Catherine Deneuve","Marjane Satrapi",1
"Chiara Mastroianni","Gena Rowlands",1
"Chiara Mastroianni","Marjane Satrapi",1
"Gena Rowlands","Marjane Satrapi",1
"Jared Leto","Jennifer Garner",1
"Jared Leto","Matthew McConaughey",1
"Jared Leto","Steve Zahn",1
"Jennifer Garner","Matthew McConaughey",1
"Jennifer Garner","Steve Zahn",1
"Matthew McConaughey","Steve Zahn",1
"Brian Howe","Jaden Smith",1
"Brian Howe","Thandie Newton",1
"Brian Howe","Will Smith",1
"Jaden Smith","Thandie Newton",1
"Jaden Smith","Will Smith",1
"Thandie Newton","Will Smith",1
"Djimon Hounsou","Jennifer Connelly",1
"Djimon Hounsou","Kagiso Kuypers",1
"Djimon Hounsou","Leonardo DiCaprio",1
"Jennifer Connelly","Kagiso Kuypers",1
"Jennifer Connelly","Leonardo DiCaprio",1
"Kagiso Kuypers","Leonardo DiCaprio",1
"Edgar Ramírez","Joan Allen",1
"Edgar Ramírez","Julia Stiles",1
"Edgar Ramírez","Matt Damon",1
"Joan Allen","Julia Stiles",1
"Joan Allen","Matt Damon",2
"Julia Stiles","Matt Damon",1
"Hee Jae","Hyuk-ho Kwon",1
"Hee Jae","Jin-mo Joo",1
"Hee Jae","Seung-Yun Lee",1
"Hyuk-ho Kwon","Jin-mo Joo",1
"Hyuk-ho Kwon","Seung-Yun Lee",1
"Jin-mo Joo","Seung-Yun Lee",1
"Clive Owen","Mickey Rourke",1
"Clive Owen","Quentin Tarantino",1
"Clive Owen","Robert Rodriguez",1
"Mickey Rourke","Quentin Tarantino",1
"Mickey Rourke","Robert Rodriguez",1
"Quentin Tarantino","Robert Rodriguez",1
"Emmanuelle Seigner","Laura Obiols",1
"Emmanuelle Seigner","Marie-Josée Croze",1
"Emmanuelle Seigner","Mathieu Amalric",1
"Laura Obiols","Marie-Josée Croze",1
"Laura Obiols","Mathieu Amalric",1
"Marie-Josée Croze","Mathieu Amalric",1
"Cem Yilmaz","Ozan Güven",1
"Cem Yilmaz","Safak Sezer",1
"Cem Yilmaz","Özge Özberk",1
"Ozan Güven","Safak Sezer",1
"Ozan Güven","Özge Özberk",1
"Safak Sezer","Özge Özberk",1
"Brad Garrett","Jan Pinkava",1
"Brad Garrett","Lou Romano",1
"Brad Garrett","Patton Oswalt",1
"Jan Pinkava","Lou Romano",1
"Jan Pinkava","Patton Oswalt",1
"Lou Romano","Patton Oswalt",1
"Daniel Craig","Eva Green",1
"Daniel Craig","Jeffrey Wright",1
"Daniel Craig","Judi Dench",2
"Eva Green","Jeffrey Wright",1
"Eva Green","Judi Dench",1
"Jeffrey Wright","Judi Dench",1
"Ivan Dobronravov","Konstantin Lavronenko",1
"Ivan Dobronravov","Nataliya Vdovina",1
"Ivan Dobronravov","Vladimir Garin",1
"Konstantin Lavronenko","Nataliya Vdovina",1
"Konstantin Lavronenko","Vladimir Garin",1
"Nataliya Vdovina","Vladimir Garin",1
"Jong-ho Kim","Ki-duk Kim",1
"Jong-ho Kim","Kim Young-Min",1
"Jong-ho Kim","Yeong-su Oh",1
"Ki-duk Kim","Kim Young-Min",1
"Ki-duk Kim","Yeong-su Oh",1
"Kim Young-Min","Yeong-su Oh",1
"Belén Rueda","Javier Bardem",1
"Belén Rueda","Lola Dueñas",1
"Belén Rueda","Mabel Rivera",1
"Javier Bardem","Lola Dueñas",1
"Javier Bardem","Mabel Rivera",1
"Lola Dueñas","Mabel Rivera",1
"Craig Bierko","Paul Giamatti",1
"Craig Bierko","Renée Zellweger",1
"Craig Bierko","Russell Crowe",1
"Paul Giamatti","Renée Zellweger",1
"Paul Giamatti","Russell Crowe",1
"Renée Zellweger","Russell Crowe",1
"Jaya Bachchan","Preity Zinta",1
"Jaya Bachchan","Saif Ali Khan",1
"Jaya Bachchan","Shah Rukh Khan",1
"Preity Zinta","Shah Rukh Khan",2
"Saif Ali Khan","Shah Rukh Khan",1
"Alan Mak","Andy Lau",1
"Alan Mak","Anthony Chau-Sang Wong",1
"Alan Mak","Tony Chiu-Wai Leung",1
"Andy Lau","Anthony Chau-Sang Wong",1
"Andy Lau","Tony Chiu-Wai Leung",1
"Anthony Chau-Sang Wong","Tony Chiu-Wai Leung",1
"Geoffrey Rush","Johnny Depp",1
"Geoffrey Rush","Keira Knightley",1
"Geoffrey Rush","Orlando Bloom",1
"Johnny Depp","Keira Knightley",1
"Johnny Depp","Orlando Bloom",1
"Keira Knightley","Orlando Bloom",1
"Albert Finney","Billy Crudup",1
"Albert Finney","Ewan McGregor",1
"Albert Finney","Jessica Lange",1
"Billy Crudup","Ewan McGregor",1
"Billy Crudup","Jessica Lange",1
"Ewan McGregor","Jessica Lange",1
"Craig T. Nelson","Holly Hunter",2
"Craig T. Nelson","Jason Lee",1
"Craig T. Nelson","Samuel L. Jackson",1
"Holly Hunter","Jason Lee",1
"Holly Hunter","Samuel L. Jackson",1
"Jason Lee","Samuel L. Jackson",1
"In-mun Kim","Jun Ji-Hyun",1
"In-mun Kim","Song Wok-suk",1
"In-mun Kim","Tae-Hyun Cha",1
"Jun Ji-Hyun","Song Wok-suk",1
"Jun Ji-Hyun","Tae-Hyun Cha",1
"Song Wok-suk","Tae-Hyun Cha",1
"Harriet Andersson","Lauren Bacall",1
"Harriet Andersson","Nicole Kidman",1
"Harriet Andersson","Paul Bettany",1
"Lauren Bacall","Nicole Kidman",1
"Lauren Bacall","Paul Bettany",1
"Nicole Kidman","Paul Bettany",1
"Altan Erkekli","Demet Akbag",1
"Altan Erkekli","Yilmaz Erdogan",1
"Altan Erkekli","Ömer Faruk Sorak",1
"Demet Akbag","Yilmaz Erdogan",1
"Demet Akbag","Ömer Faruk Sorak",1
"Yilmaz Erdogan","Ömer Faruk Sorak",1
"Holmes Osborne","Jake Gyllenhaal",1
"Holmes Osborne","Jena Malone",1
"Holmes Osborne","Mary McDonnell",1
"Jake Gyllenhaal","Jena Malone",1
"Jake Gyllenhaal","Mary McDonnell",1
"Jena Malone","Mary McDonnell",1
"Jason Robards","Julianne Moore",1
"Jason Robards","Philip Seymour Hoffman",1
"Jason Robards","Tom Cruise",1
"Julianne Moore","Philip Seymour Hoffman",1
"Julianne Moore","Tom Cruise",1
"Philip Seymour Hoffman","Tom Cruise",1
"Björk","Catherine Deneuve",1
"Björk","David Morse",1
"Björk","Peter Stormare",1
"Catherine Deneuve","David Morse",1
"Catherine Deneuve","Peter Stormare",1
"David Morse","Peter Stormare",1
"Jane Galloway Heitz","Joseph A. Carpenter",1
"Jane Galloway Heitz","Richard Farnsworth",1
"Jane Galloway Heitz","Sissy Spacek",1
"Joseph A. Carpenter","Richard Farnsworth",1
"Joseph A. Carpenter","Sissy Spacek",1
"Richard Farnsworth","Sissy Spacek",1
"Junko Iwao","Masaaki Ôkura",1
"Junko Iwao","Rica Matsumoto",1
"Junko Iwao","Shinpachi Tsuji",1
"Masaaki Ôkura","Rica Matsumoto",1
"Masaaki Ôkura","Shinpachi Tsuji",1
"Rica Matsumoto","Shinpachi Tsuji",1
"Henning Moritzen","Paprika Steen",1
"Henning Moritzen","Thomas Bo Larsen",1
"Henning Moritzen","Ulrich Thomsen",1
"Paprika Steen","Thomas Bo Larsen",1
"Paprika Steen","Ulrich Thomsen",2
"Thomas Bo Larsen","Ulrich Thomsen",1
"Fernanda Montenegro","Marília Pêra",1
"Fernanda Montenegro","Soia Lira",1
"Fernanda Montenegro","Vinícius de Oliveira",1
"Marília Pêra","Soia Lira",1
"Marília Pêra","Vinícius de Oliveira",1
"Soia Lira","Vinícius de Oliveira",1
"Eli Marienthal","Harry Connick Jr.",1
"Eli Marienthal","Jennifer Aniston",1
"Eli Marienthal","Vin Diesel",1
"Harry Connick Jr.","Jennifer Aniston",1
"Harry Connick Jr.","Vin Diesel",1
"Jennifer Aniston","Vin Diesel",1
"Jan Josef Liefers","Moritz Bleibtreu",1
"Jan Josef Liefers","Thierry van Werveke",1
"Jan Josef Liefers","Til Schweiger",1
"Moritz Bleibtreu","Thierry van Werveke",1
"Moritz Bleibtreu","Til Schweiger",1
"Thierry van Werveke","Til Schweiger",1
"Billy Bob Thornton","Dwight Yoakam",1
"Billy Bob Thornton","J.T. Walsh",1
"Billy Bob Thornton","John Ritter",1
"Dwight Yoakam","J.T. Walsh",1
"Dwight Yoakam","John Ritter",1
"J.T. Walsh","John Ritter",1
"Brenda Blethyn","Claire Rushbrook",1
"Brenda Blethyn","Phyllis Logan",1
"Brenda Blethyn","Timothy Spall",1
"Claire Rushbrook","Phyllis Logan",1
"Claire Rushbrook","Timothy Spall",1
"Phyllis Logan","Timothy Spall",1
"Brad Pitt","Bruce Willis",1
"Brad Pitt","Joseph Melito",1
"Brad Pitt","Madeleine Stowe",1
"Bruce Willis","Joseph Melito",1
"Bruce Willis","Madeleine Stowe",1
"Joseph Melito","Madeleine Stowe",1
"Akio Ôtsuka","Atsuko Tanaka",1
"Akio Ôtsuka","Iemasa Kayumi",1
"Akio Ôtsuka","Kôichi Yamadera",1
"Atsuko Tanaka","Iemasa Kayumi",1
"Atsuko Tanaka","Kôichi Yamadera",1
"Iemasa Kayumi","Kôichi Yamadera",1
"Catherine O'Hara","Chris Sarandon",1
"Catherine O'Hara","Danny Elfman",1
"Catherine O'Hara","William Hickey",1
"Chris Sarandon","Danny Elfman",1
"Chris Sarandon","William Hickey",1
"Danny Elfman","William Hickey",1
"Andie MacDowell","Bill Murray",1
"Andie MacDowell","Chris Elliott",1
"Andie MacDowell","Stephen Tobolowsky",1
"Bill Murray","Chris Elliott",1
"Bill Murray","Stephen Tobolowsky",1
"Chris Elliott","Stephen Tobolowsky",1
"Benjamin Bratt","Damian Chapa",1
"Benjamin Bratt","Enrique Castillo",1
"Benjamin Bratt","Jesse Borrego",1
"Damian Chapa","Enrique Castillo",1
"Damian Chapa","Jesse Borrego",1
"Enrique Castillo","Jesse Borrego",1
"Al Pacino","Chris O'Donnell",1
"Al Pacino","Gabrielle Anwar",1
"Al Pacino","James Rebhorn",1
"Chris O'Donnell","Gabrielle Anwar",1
"Chris O'Donnell","James Rebhorn",1
"Gabrielle Anwar","James Rebhorn",1
"John Musker","Linda Larkin",1
"John Musker","Robin Williams",1
"John Musker","Scott Weinger",1
"Linda Larkin","Robin Williams",1
"Linda Larkin","Scott Weinger",1
"Robin Williams","Scott Weinger",1
"Gary Oldman","Jack Lemmon",1
"Gary Oldman","Kevin Costner",1
"Gary Oldman","Walter Matthau",1
"Jack Lemmon","Kevin Costner",1
"Jack Lemmon","Walter Matthau",2
"Kevin Costner","Walter Matthau",1
"Jesse Corti","Kirk Wise",1
"Jesse Corti","Paige O'Hara",1
"Jesse Corti","Robby Benson",1
"Kirk Wise","Paige O'Hara",1
"Kirk Wise","Robby Benson",1
"Paige O'Hara","Robby Benson",1
"Graham Greene","Kevin Costner",1
"Graham Greene","Mary McDonnell",1
"Graham Greene","Rodney A. Grant",1
"Kevin Costner","Mary McDonnell",1
"Kevin Costner","Rodney A. Grant",1
"Mary McDonnell","Rodney A. Grant",1
"Danny Aiello","Ossie Davis",1
"Danny Aiello","Richard Edson",1
"Danny Aiello","Ruby Dee",1
"Ossie Davis","Richard Edson",1
"Ossie Davis","Ruby Dee",1
"Richard Edson","Ruby Dee",1
"Dustin Hoffman","Gerald R. Molen",1
"Dustin Hoffman","Tom Cruise",1
"Dustin Hoffman","Valeria Golino",1
"Gerald R. Molen","Tom Cruise",1
"Gerald R. Molen","Valeria Golino",1
"Tom Cruise","Valeria Golino",1
"Mami Koyama","Mitsuo Iwata",1
"Mami Koyama","Nozomu Sasaki",1
"Mami Koyama","Tesshô Genda",1
"Mitsuo Iwata","Nozomu Sasaki",1
"Mitsuo Iwata","Tesshô Genda",1
"Nozomu Sasaki","Tesshô Genda",1
"Cary Elwes","Chris Sarandon",1
"Cary Elwes","Mandy Patinkin",1
"Cary Elwes","Robin Wright",1
"Chris Sarandon","Mandy Patinkin",1
"Chris Sarandon","Robin Wright",1
"Mandy Patinkin","Robin Wright",1
"Bruno Ganz","Curt Bois",1
"Bruno Ganz","Otto Sander",1
"Bruno Ganz","Solveig Dommartin",1
"Curt Bois","Otto Sander",1
"Curt Bois","Solveig Dommartin",1
"Otto Sander","Solveig Dommartin",1
"Francine Racette","Gaspard Manesse",1
"Francine Racette","Raphael Fejtö",1
"Francine Racette","Stanislas Carré de Malberg",1
"Gaspard Manesse","Raphael Fejtö",1
"Gaspard Manesse","Stanislas Carré de Malberg",1
"Raphael Fejtö","Stanislas Carré de Malberg",1
"Keiko Yokozawa","Kotoe Hatsui",1
"Keiko Yokozawa","Mayumi Tanaka",1
"Keiko Yokozawa","Minori Terada",1
"Kotoe Hatsui","Mayumi Tanaka",1
"Kotoe Hatsui","Minori Terada",1
"Mayumi Tanaka","Minori Terada",1
"Arnold Schwarzenegger","Michael Biehn",1
"Arnold Schwarzenegger","Paul Winfield",1
"Linda Hamilton","Michael Biehn",1
"Linda Hamilton","Paul Winfield",1
"Michael Biehn","Paul Winfield",1
"Ben Kingsley","John Gielgud",1
"Ben Kingsley","Rohini Hattangadi",1
"Ben Kingsley","Roshan Seth",1
"John Gielgud","Rohini Hattangadi",1
"John Gielgud","Roshan Seth",1
"Rohini Hattangadi","Roshan Seth",1
"Jinpachi Nezu","Ken'ichi Hagiwara",1
"Jinpachi Nezu","Tsutomu Yamazaki",1
"Ken'ichi Hagiwara","Tatsuya Nakadai",1
"Ken'ichi Hagiwara","Tsutomu Yamazaki",1
"Tatsuya Nakadai","Tsutomu Yamazaki",1
"Jack Warden","Melvyn Douglas",1
"Jack Warden","Peter Sellers",1
"Jack Warden","Shirley MacLaine",1
"Melvyn Douglas","Peter Sellers",1
"Melvyn Douglas","Shirley MacLaine",1
"Peter Sellers","Shirley MacLaine",1
"Carol Kane","Diane Keaton",1
"Carol Kane","Tony Roberts",1
"Carol Kane","Woody Allen",1
"Diane Keaton","Tony Roberts",1
"Diane Keaton","Woody Allen",3
"Tony Roberts","Woody Allen",1
"Lorraine Gary","Richard Dreyfuss",1
"Lorraine Gary","Robert Shaw",1
"Lorraine Gary","Roy Scheider",1
"Richard Dreyfuss","Robert Shaw",1
"Richard Dreyfuss","Roy Scheider",1
"Robert Shaw","Roy Scheider",1
"Al Pacino","John Cazale",1
"Al Pacino","Penelope Allen",1
"Al Pacino","Sully Boyar",1
"John Cazale","Penelope Allen",1
"John Cazale","Sully Boyar",1
"Penelope Allen","Sully Boyar",1
"Gene Wilder","Madeline Kahn",1
"Gene Wilder","Marty Feldman",1
"Gene Wilder","Peter Boyle",1
"Madeline Kahn","Marty Feldman",1
"Madeline Kahn","Peter Boyle",1
"Marty Feldman","Peter Boyle",1
"Don Gordon","Dustin Hoffman",1
"Don Gordon","Steve McQueen",1
"Don Gordon","Victor Jory",1
"Dustin Hoffman","Steve McQueen",1
"Dustin Hoffman","Victor Jory",1
"Steve McQueen","Victor Jory",1
"Ellen Burstyn","Lee J. Cobb",1
"Ellen Burstyn","Linda Blair",1
"Ellen Burstyn","Max von Sydow",1
"Lee J. Cobb","Linda Blair",1
"Lee J. Cobb","Max von Sydow",1
"Linda Blair","Max von Sydow",1
"Alec Cawthorne","John Matthews",1
"Alec Cawthorne","Laurence Olivier",1
"Alec Cawthorne","Michael Caine",1
"John Matthews","Laurence Olivier",1
"John Matthews","Michael Caine",1
"Laurence Olivier","Michael Caine",1
"Ben Johnson","Cybill Shepherd",1
"Ben Johnson","Jeff Bridges",1
"Ben Johnson","Timothy Bottoms",1
"Cybill Shepherd","Jeff Bridges",1
"Cybill Shepherd","Timothy Bottoms",1
"Jeff Bridges","Timothy Bottoms",1
"Leonard Frey","Molly Picon",1
"Leonard Frey","Norma Crane",1
"Leonard Frey","Topol",1
"Molly Picon","Norma Crane",1
"Molly Picon","Topol",1
"Norma Crane","Topol",1
"Enzo Tarascio","Gastone Moschin",1
"Enzo Tarascio","Jean-Louis Trintignant",1
"Enzo Tarascio","Stefania Sandrelli",1
"Gastone Moschin","Jean-Louis Trintignant",1
"Gastone Moschin","Stefania Sandrelli",1
"Jean-Louis Trintignant","Stefania Sandrelli",1
"Katharine Ross","Paul Newman",1
"Katharine Ross","Robert Redford",1
"Katharine Ross","Strother Martin",1
"Robert Redford","Strother Martin",1
"John Cassavetes","Mia Farrow",1
"John Cassavetes","Ruth Gordon",1
"John Cassavetes","Sidney Blackmer",1
"Mia Farrow","Ruth Gordon",1
"Mia Farrow","Sidney Blackmer",1
"Ruth Gordon","Sidney Blackmer",1
"Charlton Heston","Kim Hunter",1
"Charlton Heston","Maurice Evans",1
"Charlton Heston","Roddy McDowall",1
"Kim Hunter","Maurice Evans",1
"Kim Hunter","Roddy McDowall",1
"Maurice Evans","Roddy McDowall",1
"Anne Bancroft","Dustin Hoffman",1
"Anne Bancroft","Katharine Ross",1
"Anne Bancroft","William Daniels",1
"Dustin Hoffman","Katharine Ross",1
"Dustin Hoffman","William Daniels",1
"Katharine Ross","William Daniels",1
"Elizabeth Taylor","George Segal",1
"Elizabeth Taylor","Richard Burton",1
"Elizabeth Taylor","Sandy Dennis",1
"George Segal","Richard Burton",1
"George Segal","Sandy Dennis",1
"Richard Burton","Sandy Dennis",1
"Christopher Plummer","Eleanor Parker",1
"Christopher Plummer","Julie Andrews",1
"Christopher Plummer","Richard Haydn",1
"Eleanor Parker","Julie Andrews",1
"Eleanor Parker","Richard Haydn",1
"Julie Andrews","Richard Haydn",1
"Geraldine Chaplin","Julie Christie",1
"Geraldine Chaplin","Omar Sharif",1
"Geraldine Chaplin","Rod Steiger",1
"Julie Christie","Omar Sharif",1
"Julie Christie","Rod Steiger",1
"Omar Sharif","Rod Steiger",1
"Clint Eastwood","Marianne Koch",1
"Clint Eastwood","Wolfgang Lukschy",1
"Gian Maria Volontè","Marianne Koch",1
"Gian Maria Volontè","Wolfgang Lukschy",1
"Marianne Koch","Wolfgang Lukschy",1
"Anouk Aimée","Claudia Cardinale",1
"Anouk Aimée","Marcello Mastroianni",2
"Anouk Aimée","Sandra Milo",1
"Claudia Cardinale","Marcello Mastroianni",1
"Claudia Cardinale","Sandra Milo",1
"Marcello Mastroianni","Sandra Milo",1
"André S. Labarthe","Anna Karina",1
"André S. Labarthe","Guylaine Schlumberger",1
"André S. Labarthe","Sady Rebbot",1
"Anna Karina","Guylaine Schlumberger",1
"Anna Karina","Sady Rebbot",1
"Guylaine Schlumberger","Sady Rebbot",1
"George C. Scott","Jackie Gleason",1
"George C. Scott","Paul Newman",1
"George C. Scott","Piper Laurie",1
"Jackie Gleason","Paul Newman",1
"Jackie Gleason","Piper Laurie",1
"Paul Newman","Piper Laurie",1
"Anita Ekberg","Anouk Aimée",1
"Anita Ekberg","Marcello Mastroianni",1
"Anita Ekberg","Yvonne Furneaux",1
"Anouk Aimée","Yvonne Furneaux",1
"Marcello Mastroianni","Yvonne Furneaux",1
"Angie Dickinson","Dean Martin",1
"Angie Dickinson","John Wayne",1
"Angie Dickinson","Ricky Nelson",1
"Dean Martin","John Wayne",1
"Dean Martin","Ricky Nelson",1
"John Wayne","Ricky Nelson",1
"Arthur O'Connell","Ben Gazzara",1
"Arthur O'Connell","James Stewart",1
"Arthur O'Connell","Lee Remick",1
"Ben Gazzara","James Stewart",1
"Ben Gazzara","Lee Remick",1
"James Stewart","Lee Remick",1
"Charlton Heston","Janet Leigh",1
"Charlton Heston","Joseph Calleia",1
"Charlton Heston","Orson Welles",1
"Janet Leigh","Joseph Calleia",1
"Janet Leigh","Orson Welles",1
"Joseph Calleia","Orson Welles",1
"Burl Ives","Elizabeth Taylor",1
"Burl Ives","Jack Carson",1
"Burl Ives","Paul Newman",1
"Elizabeth Taylor","Jack Carson",1
"Elizabeth Taylor","Paul Newman",1
"Jack Carson","Paul Newman",1
"Burt Lancaster","Martin Milner",1
"Burt Lancaster","Susan Harrison",1
"Burt Lancaster","Tony Curtis",1
"Martin Milner","Susan Harrison",1
"Martin Milner","Tony Curtis",1
"Susan Harrison","Tony Curtis",1
"Coleen Gray","Jay C. Flippen",1
"Coleen Gray","Sterling Hayden",1
"Coleen Gray","Vince Edwards",1
"Jay C. Flippen","Sterling Hayden",1
"Jay C. Flippen","Vince Edwards",1
"Sterling Hayden","Vince Edwards",1
"James Gleason","Lillian Gish",1
"James Gleason","Robert Mitchum",1
"James Gleason","Shelley Winters",1
"Lillian Gish","Robert Mitchum",1
"Lillian Gish","Shelley Winters",1
"Robert Mitchum","Shelley Winters",1
"Aldo Silvani","Anthony Quinn",1
"Aldo Silvani","Giulietta Masina",1
"Aldo Silvani","Richard Basehart",1
"Anthony Quinn","Giulietta Masina",1
"Anthony Quinn","Richard Basehart",1
"Giulietta Masina","Richard Basehart",1
"Charles Vanel","Paul Meurisse",1
"Charles Vanel","Simone Signoret",1
"Charles Vanel","Véra Clouzot",1
"Paul Meurisse","Simone Signoret",1
"Paul Meurisse","Véra Clouzot",1
"Simone Signoret","Véra Clouzot",1
"Don Taylor","Otto Preminger",1
"Don Taylor","Robert Strauss",1
"Don Taylor","William Holden",1
"Otto Preminger","Robert Strauss",1
"Otto Preminger","William Holden",1
"Robert Strauss","William Holden",1
"Audrey Hepburn","Eddie Albert",1
"Audrey Hepburn","Gregory Peck",1
"Audrey Hepburn","Hartley Power",1
"Eddie Albert","Gregory Peck",1
"Eddie Albert","Hartley Power",1
"Gregory Peck","Hartley Power",1
"Karl Malden","Kim Hunter",1
"Karl Malden","Vivien Leigh",1
"Kim Hunter","Marlon Brando",1
"Kim Hunter","Vivien Leigh",1
"Marlon Brando","Vivien Leigh",1
"Carl Benton Reid","Frank Lovejoy",1
"Carl Benton Reid","Gloria Grahame",1
"Carl Benton Reid","Humphrey Bogart",1
"Frank Lovejoy","Gloria Grahame",1
"Frank Lovejoy","Humphrey Bogart",1
"Gloria Grahame","Humphrey Bogart",1
"Alec Guinness","Dennis Price",1
"Alec Guinness","Joan Greenwood",1
"Alec Guinness","Valerie Hobson",1
"Dennis Price","Joan Greenwood",1
"Dennis Price","Valerie Hobson",1
"Joan Greenwood","Valerie Hobson",1
"Dick Hogan","Farley Granger",1
"Dick Hogan","James Stewart",1
"Dick Hogan","John Dall",1
"Farley Granger","James Stewart",1
